id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month;Random
12977165;https://www.airbnb.com/rooms/12977165;Modern & bright design appartement;44233937;Buket;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Elevator"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Hair dryer"", ""Heating"", ""Washer""]";156.0;30;2016-05-18;2020-03-10;97;10.0;10.0;10.0;10.0;10.0;9.0;0.54;0
12978648;https://www.airbnb.com/rooms/12978648;Lovely Light Filled Apartment;52384536;Julia;f;Westerpark;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Hot tub"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";100.0;13;2016-09-10;2018-10-24;98;10.0;10.0;10.0;10.0;9.0;9.0;0.25;0
13004307;https://www.airbnb.com/rooms/13004307;Private 100m2 apartment in green city centre;30359523;Carmen;f;Centrum-Oost;Entire condominium;Entire home/apt;1.5 baths;1.0;2.0;"[""Barbecue utensils"", ""Microwave"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Baking sheet"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Game console"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""Piano"", ""Elevator"", ""Garden or backyard"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";175.0;5;2016-06-13;2017-07-31;96;10.0;10.0;10.0;10.0;10.0;10.0;0.09;0
13014367;https://www.airbnb.com/rooms/13014367;Amsterdam, along canal &near centre;50397547;Cin;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;;2.0;"[""Wifi"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""TV""]";120.0;4;2016-09-05;2016-09-19;60;8.0;5.0;9.0;6.0;9.0;8.0;0.08;0
13021524;https://www.airbnb.com/rooms/13021524;Light, modern apartment in Amsterdam city center;3254440;Raisa;f;Oud-Oost;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Barbecue utensils"", ""Baking sheet"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";150.0;10;2016-07-09;2019-06-16;98;10.0;10.0;10.0;10.0;10.0;9.0;0.19;0
13033368;https://www.airbnb.com/rooms/13033368;spacious room in the heart of the city centre JW;72040780;Hanneke;f;Centrum-Oost;Private room in bed and breakfast;Private room;1 private bath;1.0;2.0;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Smoke alarm"", ""Cable TV"", ""TV"", ""Building staff"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Iron"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Breakfast""]";135.0;76;2016-06-17;2020-01-04;97;10.0;10.0;10.0;10.0;10.0;9.0;1.39;0
13035625;https://www.airbnb.com/rooms/13035625;Apartment in Amsterdam with terrace;12875772;Jodie;f;Oud-Oost;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer""]";250.0;37;2016-08-14;2019-10-27;99;10.0;10.0;10.0;10.0;9.0;9.0;0.7;0
13036490;https://www.airbnb.com/rooms/13036490;Spacious, FAMILY-FRIENDLY home. Garden & Parking.;72072923;Hannah;f;IJburg - Zeeburgereiland;Entire house;Entire home/apt;1.5 baths;4.0;4.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Free parking on premises"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Indoor fireplace"", ""Washer"", ""First aid kit"", ""Smoke alarm""]";195.0;4;2016-07-25;2017-10-28;100;10.0;10.0;10.0;10.0;10.0;10.0;0.07;0
13037469;https://www.airbnb.com/rooms/13037469;Two-floor super bright appt with big roofterrace;7191654;Ami;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Baby safety gates"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";250.0;17;2016-06-07;2020-01-01;95;9.0;10.0;9.0;10.0;9.0;9.0;0.31;0
13052083;https://www.airbnb.com/rooms/13052083;Spacious family home with garden;11578482;Bart;f;Zuid;Entire townhouse;Entire home/apt;1 bath;2.0;3.0;"[""Heating"", ""TV"", ""Crib"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Fire extinguisher"", ""First aid kit"", ""Dryer"", ""High chair"", ""Essentials"", ""Cable TV"", ""Iron"", ""Hot water"", ""Children\u2019s books and toys"", ""Kitchen"", ""Host greets you"", ""Hangers"", ""Washer"", ""Paid parking off premises"", ""Smoke alarm"", ""Dedicated workspace""]";175.0;8;2016-06-06;2018-02-03;100;10.0;10.0;10.0;10.0;10.0;10.0;0.15;0
13052236;https://www.airbnb.com/rooms/13052236;Luxury Canal-House Suite Apartment in City Centre;72251520;Daniel;f;Centrum-West;Private room in guest suite;Private room;1.5 baths;1.0;1.0;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Private entrance"", ""Cable TV"", ""TV"", ""Building staff"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Nespresso machine"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";40.0;87;2016-06-04;2020-12-06;97;10.0;10.0;10.0;10.0;10.0;9.0;1.58;0
13059644;https://www.airbnb.com/rooms/13059644;Bright, Modern Apartment close to Vondelpark;12796222;Peter;f;Zuid;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Heating"", ""Washer""]";210.0;9;2016-06-07;2020-01-02;89;10.0;10.0;8.0;9.0;9.0;9.0;0.16;0
13071675;https://www.airbnb.com/rooms/13071675;Light apartment in the heart of the Pijp;72326487;Tess;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Hangers"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";80.0;2;2016-09-14;2016-09-18;100;10.0;9.0;10.0;10.0;9.0;7.0;0.04;0
13079391;https://www.airbnb.com/rooms/13079391;Stylish apartment, sunny terrace, near Jordaan;34673809;Bouke;f;Westerpark;Entire apartment;Entire home/apt;1 bath;3.0;4.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer""]";119.0;3;2016-08-11;2016-08-21;93;10.0;10.0;10.0;10.0;9.0;9.0;0.06;0
13086175;https://www.airbnb.com/rooms/13086175;Studio in the heart of Amsterdam;67005410;Feliciano;f;Centrum-West;Room in boutique hotel;Private room;1.5 baths;1.0;2.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Dishes and silverware"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Breakfast""]";153.0;26;2016-05-18;2019-11-24;98;9.0;9.0;10.0;10.0;10.0;9.0;0.47;0
13103861;https://www.airbnb.com/rooms/13103861;Vintage Attic Studio;72822537;Alexander;f;Centrum-Oost;Private room in apartment;Private room;1 private bath;1.0;1.0;"[""Wifi"", ""Pocket wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Host greets you"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""First aid kit"", ""Ethernet connection"", ""Bed linens"", ""Heating"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm""]";80.0;177;2016-07-28;2020-09-26;96;10.0;9.0;10.0;10.0;10.0;9.0;3.32;0
13106061;https://www.airbnb.com/rooms/13106061;Modern apart. close to Rai and center;49007744;Emile;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";131.0;22;2016-07-17;2017-05-01;96;10.0;10.0;10.0;10.0;9.0;9.0;0.41;0
13107280;https://www.airbnb.com/rooms/13107280;★Charming city center apartment with canal view★;38422723;Nathalie;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";185.0;41;2016-06-23;2019-11-21;98;10.0;10.0;10.0;10.0;10.0;10.0;0.75;0
13118832;https://www.airbnb.com/rooms/13118832;Cozy 30s apartment, close to the Pijp and RAI;5661474;Annemarie;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Host greets you"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Breakfast""]";100.0;7;2016-07-17;2016-10-16;94;10.0;9.0;10.0;9.0;9.0;9.0;0.13;0
13131817;https://www.airbnb.com/rooms/13131817;Spacious Room Close to City Centre;18041739;Bahghi;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1.5 baths;1.0;1.0;"[""Wifi"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";65.0;9;2016-06-19;2016-10-22;83;9.0;8.0;8.0;9.0;10.0;8.0;0.16;0
13132427;https://www.airbnb.com/rooms/13132427;Spacious family house (15 min from city center);73142277;Maike & Marc;f;Noord-West;Entire house;Entire home/apt;1.5 baths;3.0;4.0;"[""Free parking on premises"", ""Dryer"", ""Indoor fireplace"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Washer"", ""TV"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Fire extinguisher"", ""First aid kit"", ""Iron"", ""Dedicated workspace""]";175.0;1;2016-07-23;2016-07-23;100;10.0;10.0;10.0;10.0;10.0;10.0;0.02;0
13134404;https://www.airbnb.com/rooms/13134404;Cool & Cosy with Roof Top in Trendy Neighbourhood;5994506;Najim;f;Oud-Oost;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Heating"", ""Washer""]";190.0;9;2017-01-03;2019-09-07;96;10.0;10.0;10.0;10.0;9.0;10.0;0.19;0
13135409;https://www.airbnb.com/rooms/13135409;Nice apartment with canal view,  nearby Vondelpark;28561678;David;f;Zuid;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Heating"", ""Waterfront"", ""Washer""]";91.0;21;2016-06-12;2019-12-02;92;10.0;9.0;9.0;9.0;9.0;9.0;0.38;0
13139971;https://www.airbnb.com/rooms/13139971;Bedroom with gardenview;17340417;Bruno;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";50.0;6;2016-06-03;2016-06-25;100;10.0;9.0;10.0;10.0;10.0;10.0;0.11;0
13143314;https://www.airbnb.com/rooms/13143314;SUPER apartment in COOLEST area of AMSTERDAM;11472772;Claire;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Hair dryer"", ""Heating"", ""Washer""]";207.0;32;2016-05-29;2020-01-19;94;10.0;10.0;10.0;10.0;10.0;9.0;0.58;0
13145222;https://www.airbnb.com/rooms/13145222;Family house with free parking on the street;73302134;Jolanda;f;Noord-Oost;Entire house;Entire home/apt;2 baths;2.0;5.0;"[""Children\u2019s books and toys"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Fireplace guards"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Heating"", ""Waterfront"", ""Washer""]";185.0;4;2016-08-06;2018-01-01;95;10.0;9.0;10.0;10.0;10.0;10.0;0.08;0
13150862;https://www.airbnb.com/rooms/13150862;A lovely bright cozy design home;73357312;Janna;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";110.0;17;2016-06-13;2020-01-06;98;10.0;10.0;9.0;9.0;10.0;10.0;0.31;0
13153337;https://www.airbnb.com/rooms/13153337;Great apartment next to Vondelpark & Museumsquare;33654779;Sterre;f;Zuid;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Smoke alarm""]";100.0;2;2016-07-28;2016-11-28;100;10.0;10.0;10.0;10.0;10.0;10.0;0.04;0
13160513;https://www.airbnb.com/rooms/13160513;Bed & Breakfast de Egelantier midden in de Jordaan;73492507;Jolande;t;Centrum-West;Private room in bed and breakfast;Private room;1.5 baths;1.0;0.0;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""High chair"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Breakfast""]";127.0;279;2016-05-29;2020-08-07;98;10.0;10.0;10.0;10.0;10.0;10.0;5.04;0
13189108;https://www.airbnb.com/rooms/13189108;"Luxurious Quiet 90m2 Penthouse in ""de Pijp""";73801141;Dylan;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Air conditioning"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""First aid kit"", ""Washer"", ""Smoke alarm""]";170.0;23;2016-06-27;2017-07-17;98;10.0;10.0;10.0;10.0;10.0;10.0;0.42;0
13196981;https://www.airbnb.com/rooms/13196981;Charming apartment with garden near Vondelpark;65712770;Martina;f;Zuid;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Private entrance"", ""Cable TV"", ""TV"", ""Baby bath"", ""Body soap"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Shower gel"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Portable fans"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Conditioner"", ""Dryer"", ""Essentials"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Bed linens"", ""Washer""]";109.0;24;2017-05-14;2019-09-15;99;10.0;10.0;10.0;10.0;10.0;10.0;0.55;0
13198742;https://www.airbnb.com/rooms/13198742;Apt with 'Village feeling' near centre Amsterdam;73921467;Marianne;f;Watergraafsmeer;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating""]";95.0;14;2016-06-27;2017-05-08;96;10.0;9.0;10.0;10.0;9.0;9.0;0.26;0
13199169;https://www.airbnb.com/rooms/13199169;Lovely family house in Amsterdam;47570656;Jeroen;f;Oud-Noord;Entire house;Entire home/apt;1 bath;2.0;4.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""Dryer"", ""Cable TV"", ""First aid kit"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";90.0;1;2017-01-02;2017-01-02;80;8.0;10.0;8.0;8.0;8.0;10.0;0.02;0
13212336;https://www.airbnb.com/rooms/13212336;Jordaan apartment on a canal with fire place;2402228;Lyndall;t;Centrum-West;Entire apartment;Entire home/apt;1 bath;1.0;0.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";145.0;27;2016-06-20;2020-01-12;98;10.0;9.0;10.0;10.0;10.0;9.0;0.49;0
13216269;https://www.airbnb.com/rooms/13216269;Spacious apartment next to park and city center;5833534;Sylvester;f;Westerpark;Entire apartment;Entire home/apt;1.5 baths;2.0;2.0;"[""Wifi"", ""Iron"", ""Patio or balcony"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Stove""]";200.0;6;2016-10-24;2019-01-03;100;10.0;10.0;10.0;10.0;10.0;10.0;0.12;0
13221025;https://www.airbnb.com/rooms/13221025;Great Apartment in a fantastic location!;24630452;Pranav;f;Buitenveldert - Zuidas;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Air conditioning"", ""Dryer"", ""Kitchen"", ""TV"", ""Heating"", ""Gym"", ""Washer"", ""Smoke alarm"", ""Pool"", ""Elevator""]";70.0;1;2016-05-28;2016-05-28;100;10.0;10.0;10.0;10.0;6.0;10.0;0.02;0
13229949;https://www.airbnb.com/rooms/13229949;Gustav room - large with private balcony!!;54519450;Anna;f;Geuzenveld - Slotermeer;Private room in house;Private room;1.5 baths;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Lock on bedroom door"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Breakfast""]";59.0;10;2016-05-31;2017-06-03;94;10.0;9.0;10.0;10.0;9.0;9.0;0.18;0
13247212;https://www.airbnb.com/rooms/13247212;Modern houseboat on broad canal - very central;8657706;Elwin;t;Centrum-Oost;Houseboat;Entire home/apt;1.5 baths;1.0;1.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Freezer"", ""First aid kit"", ""Baking sheet"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Bathtub"", ""Fire extinguisher"", ""Kitchen"", ""Paid street parking off premises"", ""Cooking basics"", ""Lockbox"", ""Iron"", ""Nespresso machine"", ""Dishwasher"", ""Dedicated workspace"", ""BlueNode & B&W sound system with Bluetooth and aux"", ""Dryer"", ""Essentials"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Heating"", ""Waterfront"", ""Washer""]";211.0;42;2016-06-12;2019-10-21;99;10.0;10.0;10.0;10.0;10.0;9.0;0.77;0
13261114;https://www.airbnb.com/rooms/13261114;BIG 3BR 1930’S HOME | HUGE TERRACE | FAMILIES ONLY;72454936;Linda;f;Watergraafsmeer;Entire apartment;Entire home/apt;1 bath;2.0;4.0;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Cable TV"", ""Window guards"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Shower gel"", ""Shampoo"", ""Bathtub"", ""Fire extinguisher"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""EV charger"", ""Room-darkening shades"", ""Dishwasher"", ""Host greets you"", ""Baby safety gates"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Changing table"", ""Heating""]";163.0;8;2017-08-07;2019-08-08;90;10.0;9.0;10.0;10.0;9.0;9.0;0.2;0
